,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.019909425,0.007971843,0.0014275223,0.05604,0.037250757,0.030327708,0.013814717,0.044185083,0.051087767,0.0022591592,0.0075258315,0.009336437,0.026431572,0.019769495,0.01929474,0.005784893,0.0035628998,0.0026065079,0.0035638937,0.009297473,0.005038499,0.033407442,0.015790222,0.0059792446,0.003996036,0.06689788,0.015374845,0.0068174135,0.013119722,0.016393326,0.0062971306,0.0095997825,0.0073779826,0.026859228,0.0025828579,0.0045397286,0.0031873595,0.008030406,0.016518544,0.0050411406,0.048055157,0.0021539193,0.08844667,0.0050762906,0.0037085246,0.016754245,0.004742129,0.0021446212,0.0047626123,0.1945622,0.010490085,0.0062630167,0.007330048,0.022517396,0.024391977,0.0034324196,0.0040919,0.003914084,0.0051557915,0.024475377
0,0.048342958,0.047761466,0.048387915,0.0480481,0.04796678,0.048598792,0.048825063,0.04817179,0.048126657,0.048460513,0.048622888,0.04857612,0.047816157,0.048448183,0.048469692,0.04833878,0.047906302,0.04800912,0.048039056,0.04839659,0.048526574,0.048693817,0.0481369,0.047972646,0.048061166,0.048964284,0.048166666,0.048329283,0.048174027,0.047429148,0.048426047,0.048044294,0.04822089,0.04827764,0.048448343,0.047885094,0.048099164,0.04851823,0.048057042,0.04848149,0.04877528,0.047960278,0.048344273,0.04825662,0.048330422,0.047990486,0.04798354,0.047931015,0.04823587,0.04852793,0.04797619,0.04783444,0.04809547,0.048223037,0.047978718,0.048348013,0.047947936,0.048314285,0.047518253,0.04785706
0,0.015121246,0.008063818,0.005331649,0.053380363,0.019746993,0.010640602,0.012660007,0.002067474,0.0054022777,0.006048741,0.023899717,0.008517071,0.016773297,0.0035111613,0.0028939587,0.0031329219,0.003879113,0.002030813,0.009055483,0.0039792075,0.0014043561,0.039179146,0.0029976931,0.11850943,0.005678778,0.0071034464,0.0039093047,0.020442052,0.0048359227,0.017804155,0.0029114503,0.0036058468,0.0072270003,0.0032349192,0.0081085665,0.024230469,0.06642877,0.003981296,0.0043357466,0.0033474555,0.017217997,0.0033665115,0.002133845,0.16430578,0.003818546,0.0036258327,0.0041294573,0.002146901,0.0038614648,0.0076717967,0.0037098993,0.0051599094,0.0057559903,0.0177555,0.008743739,0.0069513656,0.0035056735,0.0031480496,0.01639748,0.0021299233
0,0.009797074,0.0048948894,0.0019399519,0.012006586,0.0027357594,0.004757035,0.004721178,0.029284557,0.006335538,0.010084068,0.01771088,0.023837116,0.0059378655,0.014359144,0.008134632,0.0045201294,0.005745924,0.003977881,0.018686628,0.017086638,0.023045657,0.0068306997,0.0036639764,0.0018002979,0.0030300466,0.0017729915,0.015071185,0.011703419,0.004992684,0.017090876,0.048860684,0.011771506,0.007061592,0.0046520224,0.004630239,0.016631005,0.0035646423,0.012209548,0.0028564744,0.020134922,0.0023211928,0.060300943,0.0063599534,0.020835023,0.0027965007,0.003602694,0.0024543223,0.13368022,0.002252235,0.0053323545,0.008628733,0.002212905,0.0038600434,0.004447421,0.011083595,0.013805391,0.002901302,0.017317096,0.013629013,0.0025541224
0,0.0018194746,0.007490405,0.0045048264,0.0042313286,0.001888432,0.02417287,0.020417318,0.014657765,0.0055937776,0.0076232017,0.0036014668,0.0068026907,0.005473239,0.004036323,0.0021957043,0.0141054485,0.0052150595,0.020882603,0.0019503207,0.0017684223,0.004389708,0.0013582923,0.0045545483,0.0036454413,0.01730175,0.0023345484,0.002671622,0.0013119676,0.05446191,0.0034497413,0.003834512,0.0021752394,0.0024076563,0.003723997,0.021546224,0.011244587,0.013652969,0.0019726343,0.014653332,0.004186484,0.005798685,0.0026866996,0.017954351,0.03846308,0.0040848018,0.009517693,0.0021475917,0.0027364956,0.04832425,0.0029026994,0.0056979484,0.0044529745,0.0030548512,0.015821012,0.0045214575,0.0025368035,0.0020469208,0.015389197,0.0017174754,0.0043865102
0,0.011303944,0.003428374,0.003976154,0.02680145,0.031311825,0.021899737,0.021978846,0.032739047,0.0072515896,0.01010918,0.024062874,0.02777114,0.032258414,0.0051630978,0.0057694046,0.0015387617,0.0042301873,0.036059704,0.0017956165,0.012256892,0.0067893625,0.009150627,0.0033264915,0.0071016476,0.071921036,0.012902175,0.008691342,0.011045402,0.0026683055,0.0036234288,0.01933253,0.016350456,0.0022792264,0.032498077,0.004760576,0.020169007,0.0024496699,0.029533865,0.0036326472,0.11366673,0.008395719,0.00143443,0.022221066,0.119031705,0.0061261565,0.0050434233,0.0056226244,0.3300691,0.011174932,0.0022110096,0.008642004,0.022944866,0.01676769,0.0047338186,0.024282882,0.010501591,0.047367293,0.015161628,0.022556735,0.0062063755
0,0.0019447022,0.0017128475,0.0061863638,0.006752527,0.0022264207,0.0209784,0.009519882,0.011978941,0.015447306,0.0012643967,0.0015369173,0.0036364463,0.0044147368,0.021178417,0.011618533,0.024953665,0.00352825,0.0027025458,0.008307164,0.0037752558,0.009590469,0.002105617,0.004176733,0.0048133032,0.057524808,0.0062231235,0.0049876478,0.0030126066,0.002368062,0.0011728962,0.009053711,0.01601325,0.0037863385,0.002432642,0.009594203,0.0018199674,0.025251497,0.0024478913,0.07408419,0.0049159843,0.0022558253,0.0010096716,0.006954417,0.005629993,0.0037662277,0.0023369896,0.0026070953,0.1380515,0.0022387241,0.0021699527,0.009070484,0.0028800427,0.003630087,0.013840896,0.008058256,0.0015991887,0.002739287,0.00317072,0.018230908,0.035136584
0,0.016546674,0.012890187,0.005251812,0.0022125526,0.03574997,0.011736483,0.009862323,0.022937754,0.033236787,0.0049069817,0.0045730784,0.0045871157,0.0020296655,0.017421838,0.00938333,0.008509693,0.0153548615,0.00706009,0.011707826,0.0042706747,0.010031436,0.006802639,0.0037123638,0.005600129,0.0061279456,0.012094983,0.004779927,0.008357599,0.0023783126,0.005620119,0.009622754,0.064676516,0.009370423,0.011668997,0.013966673,0.008912811,0.010775496,0.002379965,0.019797629,0.015962875,0.004498352,0.010684358,0.011123439,0.020137113,0.040948875,0.005859041,0.013401427,0.0036315292,0.005615985,0.054369047,0.003458166,0.0037362329,0.0029589448,0.0032449006,0.01614788,0.017188039,0.02150335,0.0029627583,0.0074509955,0.026941415
0,0.008753494,0.0020328842,0.00465055,0.0016270471,0.0062497854,0.020020546,0.012692724,0.009732046,0.015691642,0.018800627,0.0018683875,0.004326181,0.003712318,0.018048681,0.011379178,0.015974015,0.003077328,0.0018637433,0.015501217,0.00605332,0.008932098,0.007366523,0.0040535196,0.0013792714,0.009592232,0.02851058,0.008043785,0.00790203,0.003003018,0.002823614,0.006731691,0.008256283,0.019565964,0.012294914,0.002420543,0.002300815,0.014435628,0.010369713,0.0028430098,0.017765231,0.07845799,0.0046053976,0.004121505,0.009842163,0.0031382365,0.08448596,0.0020164934,0.002660399,0.008261215,0.0037374385,0.0126335295,0.009805584,0.002484515,0.0066685486,0.0014200399,0.002728921,0.01667743,0.0019973067,0.01667898,0.0028219295
0,0.013389428,0.0063570375,0.010133788,0.04721993,0.013897504,0.020414295,0.07533054,0.09046782,0.020699678,0.008688433,0.017240554,0.007107669,0.0149320625,0.11345148,0.009031215,0.015113691,0.004606897,0.11026768,0.00834837,0.008516242,0.031658914,0.012408601,0.008901475,0.020354996,0.06332191,0.029072136,0.015906094,0.0064615794,0.005059523,0.007881325,0.073514774,0.01355245,0.0122406585,0.0061748945,0.017396118,0.05426697,0.014420983,0.024306629,0.004194429,0.07896657,0.005678367,0.00849866,0.0076761288,0.016237114,0.012491593,0.0069385855,0.25495756,0.0084935995,0.0049697496,0.006000219,0.01468051,0.005414216,0.0077289417,0.0034530147,0.014839288,0.027580114,0.0096392725,0.003543401,0.06253175,0.004525247
