,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,0.0065173754,0.0033544272,0.0067407642,0.0059134257,0.0025207072,0.003211973,0.005321006,0.0056232056,0.0018664695,0.009897633,0.0041441116,0.003914993,0.0018309584,0.007412249,0.008213581,0.034543127,0.005289366,0.0043831584,0.017005833,0.003990712,0.009845676,0.014219779,0.005130914,0.048247766,0.006308644,0.013827977,0.005225643,0.026827332,0.004932377,0.0049044513,0.010437786,0.004646792,0.014260086,0.0048821243,0.0047901995,0.043195914,0.004353727,0.0045147,0.008224479,0.012238526,0.015475513,0.010591285,0.00455877,0.010225132,0.0068076695,0.003236337,0.0044819694,0.006571772,0.023132652,0.007267393,0.018181974,0.0008607174,0.005419572,0.0033683265
0,0.0062245866,0.003309307,0.0071905535,0.0034249118,0.0042114984,0.0072814696,0.0050458065,0.0028972118,0.0064622466,0.0031866203,0.019754706,0.001254729,0.0032975038,0.0039969017,0.004136236,0.005581733,0.008853495,0.021576649,0.0017963961,0.0037030408,0.01398882,0.017018972,0.0016123472,0.021464767,0.0041102027,0.0044013453,0.029441983,0.004150808,0.004204761,0.004007447,0.013376528,0.004949998,0.0039534164,0.0033539266,0.046796534,0.005545663,0.003519722,0.0068247076,0.008455392,0.01481756,0.003271449,0.011521245,0.011948903,0.010326569,0.00461922,0.0037066275,0.004610918,0.0053652166,0.018935231,0.0029041644,0.03065788,0.00069060206,0.004664434,0.009892206
0,0.002395437,0.0038356092,0.0023822507,0.022579338,0.008068801,0.01093082,0.00549011,0.0056979945,0.0037745864,0.0043089003,0.005950121,0.01052631,0.003166199,0.017546007,0.010999265,0.0047799717,0.0029745854,0.0037715614,0.004181563,0.0085395975,0.0073225317,0.0024141208,0.00486908,0.0270294,0.0050170426,0.0037876647,0.0095997825,0.0020110318,0.01502001,0.0063876733,0.0068862,0.0018574604,0.0056640427,0.04984973,0.005343575,0.0042497376,0.01163272,0.006042491,0.0035376286,0.08683141,0.004677722,0.0044566696,0.011010647,0.020432094,0.023305824,0.009319376,0.00908124,0.0026753638,0.0065462324,0.006613645,0.007315208,0.028027996,0.0019042406,0.008207201
0,0.009631715,0.0034589497,0.0073492555,0.004188476,0.0023277735,0.0021714556,0.0012898005,0.008073634,0.0050843526,0.004386768,0.005103727,0.0086866915,0.004346385,0.0019298907,0.02677012,0.0041004084,0.0038491073,0.0051464248,0.010204161,0.0034314543,0.0040123276,0.00323622,0.002992789,0.0052040154,0.0073461807,0.020852651,0.0055419933,0.019795729,0.0041581998,0.0015787309,0.0043722247,0.024832422,0.005665662,0.003840389,0.0032918293,0.012982205,0.0036393467,0.003205474,0.039865028,0.0026625153,0.0034778041,0.0042062085,0.006539881,0.011663015,0.01380558,0.0030819846,0.011941306,0.02277124,0.015048728,0.004695383,0.005517287,0.018989678,0.0011128193,0.004319203
0,0.003604197,0.0023000685,0.002187602,0.016591908,0.006571016,0.010725767,0.005541699,0.0055867746,0.0033850246,0.010136467,0.0026193312,0.0041760006,0.0031022425,0.0058886395,0.0075096497,0.0011005228,0.006897655,0.0032481055,0.0036504483,0.019638207,0.00417681,0.0048225215,0.00303109,0.011448925,0.0053219222,0.014922238,0.0040615224,0.004671499,0.004578693,0.02612114,0.0041715694,0.004159788,0.010598958,0.0073538423,0.0067586983,0.0040474045,0.0029946035,0.044521406,0.018456133,0.003551512,0.006817647,0.01181293,0.013902908,0.009832836,0.010538713,0.00782969,0.0048153843,0.0051822956,0.0059482325,0.018564133,0.000931513,0.0046534003,0.0072441534,0.0045090453
0,0.0014432432,0.0031897088,0.0012181145,0.0046570855,0.004487315,0.0013654791,0.008780906,0.0025812846,0.0064415443,0.006489601,0.0054805116,0.001046659,0.0057557914,0.0027263241,0.0036589857,0.0034005272,0.011421677,0.0050433725,0.010413369,0.0025322395,0.0017460404,0.011958861,0.004248315,0.001477589,0.0010887707,0.004954263,0.02372983,0.0037274167,0.0037883285,0.008019994,0.0046204524,0.0028412463,0.0015507187,0.03881812,0.0037850763,0.008836949,0.0039174855,0.0016608522,0.0071040555,0.00071426586,0.010394281,0.012277241,0.0069710827,0.0066822525,0.005607433,0.0030835648,0.006034629,0.016671833,0.011311109,0.0028863952,0.0008141878,0.004732987,0.0018967143,0.0046476764
0,0.0022047227,0.0016581308,0.0015531746,0.014031154,0.0045444528,0.0068761045,0.004361518,0.0042518666,0.0023158938,0.0032877673,0.0076744943,0.0058802627,0.0037161699,0.013830187,0.011979365,0.0033581117,0.00494152,0.012184165,0.0035277484,0.0045386516,0.0046372986,0.010061076,0.0045265383,0.0026726322,0.0042053196,0.04722352,0.0044932896,0.002927923,0.001781539,0.008935949,0.010368876,0.007231928,0.0044768834,0.0045376006,0.004248535,0.069855936,0.00265942,0.007160639,0.003451145,0.005649283,0.0028240557,0.008138827,0.02218487,0.020175084,0.0053458465,0.0060049505,0.0037160253,0.0047209784,0.006080795,0.020432781,0.0036724375,0.0014218078,0.006381091,0.004809442
0,0.0047611655,0.0014792621,0.003919015,0.014326192,0.008378413,0.006034669,0.005316949,0.005650794,0.009769644,0.014712125,0.011842084,0.0041684406,0.007358971,0.008332374,0.001838899,0.0043373955,0.003822081,0.0031067717,0.0045288466,0.0076316614,0.010111002,0.0018711238,0.00206796,0.011293514,0.005520622,0.010711313,0.0052352515,0.026220689,0.0055352724,0.004965783,0.004543758,0.009192729,0.005203068,0.0027784226,0.005804736,0.047393344,0.01476036,0.0040648645,0.004996779,0.008367617,0.0007723715,0.012964259,0.018792717,0.005145734,0.007153378,0.01276838,0.005443786,0.0062022214,0.0066511673,0.021110913,0.0028631263,0.010938545,0.0007603872,0.005989067
0,0.0047341376,0.0026329358,0.0059094355,0.02230425,0.001953863,0.005277317,0.008308176,0.005007651,0.0039930767,0.005269918,0.0032592989,0.0039623175,0.0017140337,0.007160669,0.009861639,0.0038305111,0.008724847,0.0043998035,0.012651589,0.016480684,0.013747323,0.004385348,0.058583226,0.009320292,0.0042883507,0.02383914,0.001635244,0.004897405,0.0042293617,0.010321405,0.004765395,0.004293128,0.004142673,0.037283648,0.0044817417,0.0035023682,0.021679264,0.0030711126,0.005461708,0.0047163744,0.0025321757,0.0073848167,0.012721839,0.01410143,0.009707995,0.008445594,0.0071754274,0.005611606,0.005156281,0.006686365,0.017150743,0.014328421,0.0009137875,0.005670075
0,0.008216692,0.0071929637,0.00656438,0.011467591,0.0073615764,0.006120907,0.011111283,0.009274723,0.021233868,0.0097478945,0.0036156182,0.0064787082,0.0051839603,0.02501417,0.008700047,0.03003153,0.006904332,0.08365991,0.008294971,0.020396221,0.0069895727,0.020571686,0.020255147,0.016879356,0.08741203,0.007068727,0.007883934,0.0076663606,0.003813175,0.015129259,0.013173592,0.007440241,0.008309104,0.0066377698,0.18079436,0.0036390317,0.012699855,0.0063883145,0.006450804,0.0213481,0.021663511,0.045373943,0.0058410186,0.012006253,0.008158321,0.032134272,0.017241435,0.08609155,0.026255406,0.0144879045,0.004064924,0.0145363035,0.0041102692,0.006183465
