,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.0037273264,0.0042306795,0.004350735,0.015243981,0.0047754804,0.019526742,0.0024290541,0.010571241,0.004775435,0.01723347,0.0019911937,0.011695986,0.0025516683,0.0028532515,0.0071412204,0.012136699,0.03236751,0.016956575,0.0061929137,0.006779482,0.07485333,0.06557349,0.0047078473,0.008012547,0.0020077005,0.0025932626,0.022217253,0.04330196,0.007924059,0.0019950725,0.0054322914,0.0077605024,0.0072179846,0.19319667,0.0046487157,0.005528583,0.008541843,0.01762714,0.0023490922,0.0041674017,0.0061632297,0.025910314,0.014204827,0.0026508346,0.031509835,0.013340303,0.017130643,0.0015954616
0,0.0046979752,0.0028734952,0.005639042,0.0047157547,0.007343018,0.005952423,0.00998169,0.003983395,0.007220561,0.005607794,0.0150837675,0.004982397,0.0070470627,0.017983692,0.005577201,0.00657378,0.0056086797,0.008264361,0.025426824,0.010708009,0.06523134,0.0067895525,0.01745348,0.01034772,0.00990654,0.03107764,0.011419965,0.07797063,0.008035258,0.0075514927,0.0059461906,0.014508392,0.12649111,0.004209449,0.013291317,0.00944126,0.0149614485,0.00471616,0.017376585,0.0014340326,0.045785937,0.011570598,0.018283546,0.009850795,0.009775597,0.05160984,0.011315386,0.0111939795
0,0.005098009,0.00361904,0.014919848,0.016114725,0.013608061,0.0034007858,0.006213756,0.011590417,0.007800369,0.00742922,0.0055950508,0.0074425507,0.012847749,0.0063621867,0.010872175,0.003071393,0.00763113,0.004216955,0.0052513657,0.018543761,0.0066722296,0.0023987086,0.0035683974,0.047989257,0.008503154,0.01145598,0.0106031895,0.0035480137,0.01192203,0.0038711524,0.047179967,0.010183145,0.0028219058,0.009537748,0.006099114,0.010086715,0.004543154,0.002440816,0.107098095,0.0046571037,0.003518346,0.0023238226,0.006771694,0.004439258,0.021710712,0.016220395,0.02564525,0.011242017
0,0.022884827,0.003317535,0.0067067184,0.003909565,0.0095224,0.016968852,0.012433582,0.002388041,0.0032981702,0.0079076355,0.0019089562,0.0066390242,0.004541606,0.011571984,0.015667692,0.003837234,0.0036259864,0.0011001115,0.0074303946,0.0016947072,0.00419928,0.010649516,0.010629776,0.0033728646,0.03725397,0.008531692,0.0105099715,0.0017655527,0.0024713029,0.019322822,0.009827327,0.0019746611,0.0045727897,0.007510699,0.14443901,0.005641026,0.008281472,0.004900136,0.0070218723,0.005278051,0.0027739294,0.004484802,0.01745255,0.013677308,0.021792509,0.009578394,0.0014117017,0.0016873031
0,0.0051385798,0.0041424157,0.0036574285,0.002056656,0.003609602,0.007322009,0.0076069892,0.020103382,0.0031826922,0.004757873,0.0145786395,0.01321746,0.011343041,0.0071158274,0.006617869,0.0058871997,0.018465448,0.003980277,0.006080032,0.014282002,0.035606377,0.02296449,0.09134745,0.0054158256,0.017354347,0.011075351,0.019387012,0.007863765,0.11140395,0.006867833,0.005313538,0.0072546415,0.003633058,0.21571887,0.0076746615,0.0047825654,0.007445479,0.0025143416,0.01598782,0.031632625,0.04742079,0.0045575304,0.018215694,0.069089,0.023162305,0.016746469,0.01048036,0.00722024
0,0.027516345,0.024911478,0.028087614,0.028115412,0.028028311,0.029494112,0.029306935,0.02931563,0.026396276,0.024310771,0.026474228,0.0302843,0.027060367,0.030186364,0.025572842,0.027695248,0.029075751,0.030267172,0.030611936,0.026268013,0.027004546,0.025011685,0.027442884,0.029285556,0.028435567,0.029051255,0.029756514,0.026676105,0.02950325,0.028103642,0.02554936,0.02878872,0.027996695,0.030247355,0.027291492,0.02615415,0.03100018,0.028970554,0.02659033,0.025687778,0.028121967,0.030522192,0.025358446,0.029111013,0.02572874,0.029236505,0.021309894,0.026681054
0,0.0044066748,0.0021031166,0.0028672146,0.0020251859,0.0058388645,0.006635968,0.0022868023,0.0038929083,0.004354027,0.0040796488,0.0036939988,0.0047464725,0.004368732,0.008686942,0.0056019267,0.004559642,0.0025660906,0.013553342,0.0023627945,0.0034742183,0.015244556,0.006502927,0.0039134533,0.039759874,0.004155127,0.03048403,0.008355735,0.0054411036,0.0016738096,0.07179133,0.005271573,0.0074102324,0.0060883155,0.00252768,0.004300656,0.14065246,0.0021006365,0.0048308815,0.0062117246,0.00969972,0.0051438943,0.037833262,0.007693404,0.002745749,0.0068043405,0.011258517,0.045370277,0.0065894
0,0.005944255,0.0030329982,0.0019416284,0.0028403602,0.0063915458,0.0105666695,0.0016982491,0.004196489,0.0012778381,0.005535661,0.009960607,0.003680068,0.002566283,0.024235386,0.002983026,0.006652132,0.0023688404,0.0019847297,0.004450052,0.0019879483,0.079015784,0.043704472,0.015221072,0.0065157735,0.009114876,0.014205035,0.0031315621,0.002723538,0.01760919,0.0028837547,0.0020605302,0.004937828,0.0068311975,0.0037025937,0.0022907604,0.029922385,0.0020476074,0.005208172,0.007229368,0.0015051378,0.004363339,0.002487695,0.009104327,0.0024224771,0.02288681,0.012546912,0.01519378,0.012228488
0,0.003514416,0.015355511,0.0036740813,0.005558458,0.009941265,0.010308072,0.0058955913,0.0068234312,0.0062647588,0.0124989245,0.004902513,0.009791164,0.0073098885,0.009785835,0.0064361417,0.004742755,0.0064374562,0.014815249,0.011896629,0.0054862867,0.0061393287,0.13856378,0.0035918239,0.02972075,0.008828145,0.22143884,0.005390595,0.010331248,0.00907553,0.003730777,0.01132173,0.005910405,0.007877012,0.32678232,0.009291379,0.0037186828,0.010946569,0.007198987,0.006650377,0.02042459,0.11447566,0.00946405,0.13165714,0.010256513,0.009963376,0.009557174,0.009501133,0.004649062
0,0.009197212,0.0074528935,0.0016888606,0.008513045,0.00250275,0.001400787,0.0065720957,0.015127269,0.008745818,0.0024841088,0.007445271,0.0030715708,0.007087164,0.002178588,0.0032381143,0.0032434808,0.0064343456,0.0018084835,0.005650141,0.018579828,0.011564803,0.06434586,0.0028884246,0.026945155,0.003699181,0.0036228418,0.004126053,0.002180465,0.12747651,0.0056579225,0.0017762664,0.0029488166,0.0017145436,0.010519349,0.14024521,0.0028729008,0.004493435,0.0023244924,0.0051391767,0.005521797,0.008191245,0.026724694,0.007706211,0.015267909,0.028280726,0.033975918,0.0116175655,0.002227672
