,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,0.0018356092,0.0026426518,0.0010387136,0.006266662,0.0067602345,0.0065534683,0.0013849654,0.002440592,0.0059554623,0.005812812,0.0034979808,0.0017029868,0.0035619522,0.0024636376,0.013961466,0.01657038,0.004335341,0.0011860874,0.0040652077,0.0034492298,0.005715801,0.0085546365,0.007075136,0.0033292638,0.0033885944,0.0031418293,0.012505506,0.0028499474,0.004175743,0.015098297,0.0020215923,0.0015945452,0.005186843,0.022602918,0.020639775,0.00488637,0.008863883,0.023062129,0.0045253267,0.01258691,0.006381783,0.003421956,0.022432301,0.0050260527,0.0037525247,0.043921527,0.0040819533,0.0028677313,0.001412146,0.0066201296,0.010216039,0.009476219,0.004548283,0.0034625411,0.01540285,0.0024003433,0.0019305577,0.0070798867
0,0.001755494,0.002039909,0.003387268,0.004685119,0.01725513,0.008363466,0.008303283,0.010870621,0.0028162247,0.003924641,0.011162041,0.011543999,0.007372348,0.0038059999,0.0104738,0.005723046,0.0022151489,0.010851447,0.006868441,0.0059770965,0.004440065,0.004447425,0.005025502,0.009994991,0.0018756882,0.0027621486,0.006481667,0.011986772,0.0024032737,0.029901132,0.0053239493,0.014936727,0.009001565,0.030749232,0.0056751496,0.0054148627,0.012388626,0.0045908075,0.010704291,0.0065149735,0.034526885,0.005100142,0.006595183,0.056903295,0.004449714,0.017292727,0.0055911955,0.0071208016,0.0069107823,0.011686652,0.0065574585,0.015829852,0.0056790286,0.02300761,0.009460348,0.015158807,0.031246379,0.008467886
0,0.0036343234,0.0016956368,0.0050308886,0.0028865393,0.0067086723,0.006905041,0.0051110997,0.0068900813,0.008362166,0.0026647598,0.0041517643,0.0020205933,0.0034381694,0.009077417,0.007969964,0.00924061,0.0033594843,0.0037977288,0.0030092616,0.006415276,0.004139321,0.0032208965,0.0025209384,0.008235401,0.027976926,0.002005199,0.0054991026,0.0066909934,0.011665984,0.0018561586,0.019186491,0.004015992,0.011494893,0.004973071,0.005456502,0.002043036,0.0051266933,0.030822877,0.0031078763,0.0023509255,0.010405564,0.0073874835,0.0041995808,0.032219667,0.04855625,0.0037948303,0.0037639278,0.007911052,0.0043552155,0.0050779767,0.007283486,0.011407105,0.006850117,0.0060101245,0.0045327134,0.013621303,0.0036773274,0.005734633
0,0.012346104,0.012697254,0.012269352,0.01292135,0.01272882,0.012427547,0.012813829,0.012555539,0.012275993,0.012150587,0.012718982,0.013171559,0.012822735,0.012979491,0.0133912675,0.01240676,0.012071293,0.01283645,0.012505306,0.012655937,0.012349394,0.012941275,0.012450428,0.012431111,0.012346283,0.012849429,0.012705954,0.012803506,0.0129358135,0.012401941,0.012512151,0.01257244,0.012536943,0.012285976,0.012668289,0.012820405,0.012788045,0.012403295,0.012420755,0.012464178,0.012851643,0.012976168,0.014138622,0.012619351,0.013010628,0.013074685,0.012752655,0.013255146,0.012499171,0.012861599,0.013006537,0.012825258,0.012453523,0.012893718,0.012774748,0.012813625,0.013012685,0.012652697
0,0.027550468,0.014633941,0.0072457725,0.013212876,0.007905036,0.009190466,0.0060289027,0.020737264,0.011511898,0.012901804,0.022397589,0.0054072207,0.008728939,0.009283723,0.017238569,0.008306122,0.009952286,0.0056323716,0.020980816,0.008315495,0.009941566,0.012311457,0.06410019,0.00922907,0.0058719013,0.016622273,0.006091052,0.012322844,0.009186512,0.029551547,0.0051888316,0.0070712343,0.010788541,0.08243212,0.027130911,0.009776062,0.00963166,0.038103297,0.0059369,0.10340216,0.007586365,0.0067044473,0.018468225,0.026712947,0.0045006117,0.051350743,0.25685844,0.012402765,0.0087112235,0.008245552,0.0067360885,0.0052808397,0.014664673,0.028184054,0.024850016,0.012460716,0.01309052,0.010204397
0,0.0027323798,0.003977977,0.0035198221,0.006362781,0.015679449,0.006524526,0.0027890403,0.0049779387,0.005548896,0.001733329,0.005962727,0.0058587,0.01609095,0.0041627004,0.0036968552,0.0014423844,0.0056470796,0.008150272,0.016163873,0.0010308037,0.007318405,0.0034556838,0.013027968,0.0073464,0.06006916,0.001927905,0.002594606,0.004612476,0.008094461,0.00942417,0.0014773577,0.0162805,0.012757356,0.0038918362,0.004358668,0.01777935,0.0039484906,0.0031984171,0.01028136,0.00141231,0.0059017288,0.0031973,0.006638845,0.01916903,0.0034350615,0.0047507496,0.0025464164,0.030430151,0.0025500888,0.0027694732,0.005155234,0.0054207286,0.008456995,0.008240936,0.0053494223,0.0043698773,0.0038756155,0.00766766
0,0.0145172505,0.0024850764,0.005790353,0.0009679897,0.0071632466,0.009574188,0.008270996,0.0015449969,0.00657517,0.006531766,0.013269692,0.03178999,0.0028841742,0.0044571306,0.001405102,0.0042901873,0.0015141086,0.029843688,0.0043424293,0.005558582,0.0066778227,0.0025382095,0.014014758,0.002783396,0.003332742,0.004605426,0.023702383,0.0067395773,0.0012601527,0.025172465,0.02443801,0.0032696568,0.082289964,0.0045201657,0.026421985,0.005427612,0.029419495,0.0034709724,0.0012890091,0.003921931,0.015022457,0.0074663204,0.0021106917,0.035857312,0.005590869,0.04962188,0.002537617,0.0027030383,0.025163848,0.008841548,0.006128117,0.013484625,0.0047738287,0.017573187,0.0025359143,0.0022065884,0.004408468,0.013405702
0,0.0049936953,0.00592886,0.009559824,0.0106279645,0.0029484676,0.003535698,0.012545452,0.00919412,0.02906377,0.012333381,0.007772707,0.018843217,0.01840508,0.0025383001,0.0036964777,0.004213903,0.008286393,0.0032644365,0.01693032,0.006864025,0.009088339,0.019813357,0.0060881483,0.0046433597,0.009983542,0.006004643,0.015351092,0.010040636,0.011501533,0.0030090571,0.009911859,0.019797305,0.0036976736,0.0023612056,0.049841985,0.025400128,0.0069860653,0.0038362648,0.0697863,0.005555062,0.0022309122,0.021243682,0.01544798,0.0043837395,0.04577175,0.016502487,0.004769171,0.10079966,0.0055516013,0.013922639,0.012974385,0.01147547,0.030264955,0.031771787,0.010467284,0.034483477,0.024029281,0.0098770205
0,0.0040724715,0.00411321,0.0052684164,0.0038057033,0.004197595,0.0059996354,0.004653252,0.0066641406,0.0019321486,0.0064736977,0.0065923287,0.0037653297,0.003577184,0.0055301143,0.006898269,0.0028764848,0.0046723043,0.008636062,0.0050112163,0.002739601,0.0063912575,0.0047721234,0.0060098018,0.0073989793,0.018394958,0.0030026424,0.0043446026,0.004233943,0.008701338,0.004239481,0.005132993,0.004850091,0.017327832,0.0056742164,0.007927176,0.007083652,0.04334396,0.0028581046,0.0037624084,0.006696431,0.005673119,0.010426103,0.003855559,0.043461513,0.051795173,0.0042717173,0.011010637,0.003930539,0.005527689,0.008669373,0.013562424,0.0031278136,0.0068016057,0.008688015,0.0045429105,0.021875802,0.0044702934,0.007869548
0,0.014893395,0.015242486,0.015050524,0.015145181,0.016055869,0.015741343,0.015162931,0.015209005,0.015101275,0.015301626,0.015301158,0.015059438,0.015110476,0.015314822,0.014825067,0.015067687,0.014853445,0.015306557,0.015168065,0.015094936,0.015325303,0.015167858,0.015269529,0.015155348,0.01492582,0.015104255,0.015380931,0.015612467,0.015311615,0.0150635755,0.015288677,0.015599096,0.015114933,0.015274147,0.015371763,0.01485685,0.015024935,0.015451551,0.01531355,0.015414041,0.01556591,0.015458314,0.015256707,0.015220128,0.015263945,0.014998981,0.014998431,0.014980477,0.0151392715,0.014594039,0.015408,0.015415894,0.015419274,0.01535288,0.015362759,0.015278745,0.0153742535,0.015194657
