,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,0.01065444,0.0020651487,0.012353793,0.002080944,0.0062645986,0.009103923,0.0072597186,0.004614616,0.0120305205,0.0067736707,0.002950703,0.011932459,0.0070436997,0.00477329,0.0016621493,0.0025391332,0.00263805,0.004610307,0.0062231035,0.0026833569,0.015595677,0.0026400338,0.003801293,0.010757168,0.010831265,0.0035548224,0.0072435914,0.055570394,0.020536898,0.0043789507,0.0019455826,0.010628335,0.032343607,0.009899223,0.009522206,0.00439061,0.024474014,0.004045817,0.008288176,0.0021319147,0.10068551,0.011420632,0.18371044,0.003522528,0.0031689692,0.011046539,0.006523176,0.0044291224,0.006389044,0.0033598805,0.002814364,0.004085793,0.006675625,0.001931986,0.021594757,0.007409373
0,0.0035898567,0.00086562504,0.0047452515,0.0014528931,0.0041269325,0.0019907155,0.0032461334,0.008027635,0.0044992254,0.0033011967,0.008870571,0.003016849,0.0011387408,0.0022553168,0.0022091875,0.0047158105,0.0041021067,0.0022092233,0.010243549,0.0055569774,0.004213609,0.0035135911,0.0064268396,0.00955712,0.011099093,0.002002624,0.011574657,0.0044529876,0.0021005834,0.005732238,0.023152456,0.0038528296,0.011319713,0.004505203,0.0073764245,0.007927876,0.0103344815,0.004025232,0.00660536,0.0040858085,0.0068733376,0.0018202958,0.041165363,0.0020176328,0.0028358193,0.0041359155,0.007836827,0.002315959,0.0022539448,0.002067785,0.006971413,0.0014396433,0.007970496,0.0010979954,0.0050596045,0.0027295488
0,0.003306361,0.0024021708,0.0062124724,0.0017706663,0.011603595,0.0007151755,0.0058935066,0.003387268,0.004110859,0.0013655059,0.012671833,0.0039389096,0.0035805847,0.0012167982,0.0032723744,0.003455439,0.02209246,0.0043472648,0.009394977,0.0032329164,0.010407194,0.008463535,0.0042412104,0.00258684,0.030521443,0.0129099935,0.05475292,0.0047053033,0.02661563,0.020391358,0.010385745,0.012235925,0.021551743,0.008213837,0.003033767,0.004429829,0.013097192,0.0037494886,0.0056383433,0.0026935556,0.0029791074,0.0020276678,0.0034120865,0.0028908742,0.037269503,0.002909975,0.002644061,0.0056285914,0.010716806,0.004145141,0.002513569,0.001621117,0.0028614225,0.002291447,0.040939353,0.008318437
0,0.003096479,0.0039797965,0.0020601794,0.00082770793,0.0019484755,0.0062714084,0.004644226,0.0017718162,0.0015717931,0.006073284,0.015481995,0.011267524,0.003922058,0.003705557,0.008349372,0.0010787289,0.0031978472,0.0014504554,0.0013522202,0.0050103506,0.0030605013,0.0105925,0.00093489717,0.0029121076,0.0044344557,0.0066531654,0.0044277892,0.0062750145,0.011183107,0.013014553,0.0062443325,0.012868793,0.004632679,0.0017151282,0.0077725006,0.010736261,0.006552627,0.0060753594,0.0015568961,0.0088341385,0.0013196373,0.0032983832,0.005642053,0.0032404512,0.0036952747,0.011860718,0.023115125,0.0032685397,0.008010766,0.0029960875,0.003888595,0.003538604,0.0022545315,0.017207429,0.003012796,0.006432152
0,0.0051596304,0.0032708738,0.019247266,0.0013221721,0.0017760439,0.0063065575,0.0015324813,0.0054647736,0.0053721424,0.0031373533,0.008389517,0.016541468,0.0033168113,0.0051118564,0.01883499,0.014906574,0.0012271783,0.0025656582,0.0059860987,0.0029382454,0.007952788,0.0014811595,0.018644271,0.003988437,0.010246426,0.009378386,0.02691602,0.043762643,0.003973783,0.010194572,0.0032393506,0.011763982,0.027389474,0.0040377667,0.010033231,0.0018484489,0.071664855,0.002563581,0.0016800744,0.0011607066,0.017722564,0.003788397,0.006851603,0.0013986516,0.19632725,0.0015770692,0.0034306652,0.0022491384,0.00859071,0.010015056,0.058945097,0.0013336608,0.018854572,0.0023247942,0.008849295,0.00203928
0,0.008596292,0.0037575464,0.0015174868,0.0054256977,0.005779895,0.006095959,0.009513868,0.004885417,0.004182746,0.004579536,0.002390664,0.0033554153,0.010994064,0.0041237255,0.0038641214,0.008425194,0.002477695,0.0038273225,0.0017337028,0.0033897494,0.0046352544,0.0017213131,0.005925955,0.003190611,0.010078172,0.038492545,0.0047797794,0.0058325157,0.0037063463,0.010918052,0.0026144336,0.0041658706,0.0019816726,0.015367536,0.007232212,0.010187231,0.012344666,0.006400224,0.015977068,0.008817128,0.0037797275,0.0065116016,0.004362053,0.0037532253,0.029048108,0.0037887031,0.00583042,0.0049480963,0.0058521493,0.0013294712,0.010912941,0.0029668163,0.0056972113,0.0041422765,0.021397129,0.007570026
0,0.0034219201,0.0033430625,0.0033759,0.0038544058,0.0030896876,0.0033332917,0.00472871,0.0035147686,0.0038845302,0.0042857653,0.0034744875,0.0033563327,0.0030724471,0.0047560143,0.0040940302,0.0035475316,0.0034995005,0.0034888624,0.0042899917,0.003299702,0.003967317,0.0031946462,0.0040072,0.004176743,0.0045568384,0.0038573565,0.00384167,0.0042212806,0.0036835717,0.0034976085,0.0039176396,0.0046795323,0.0042957864,0.0032208795,0.0034775976,0.0033722103,0.00457142,0.0046342756,0.003605259,0.0036150496,0.0031601952,0.0034790952,0.0032749025,0.0046436084,0.0035394346,0.0033902489,0.004057449,0.0034035556,0.0038909174,0.0038511904,0.0034409577,0.0039458135,0.0035308679,0.0045729745,0.0053617116,0.0042782426
0,0.005361213,0.0060721235,0.0041590035,0.009401681,0.013437247,0.004495212,0.004856387,0.011983187,0.008660137,0.007583608,0.011792803,0.005276664,0.04626997,0.0023532652,0.008513588,0.019016935,0.006543076,0.004241382,0.003361354,0.0067836773,0.0057058586,0.008332681,0.039540447,0.012232618,0.0074613714,0.0033302736,0.020945678,0.008509987,0.00506098,0.017585803,0.0023218445,0.027230425,0.022990188,0.0056369216,0.008932453,0.0094069755,0.023489838,0.0065917005,0.0040105577,0.009230282,0.007577718,0.0075353533,0.0055607944,0.0062331636,0.106706545,0.0053010974,0.0033437076,0.0028079066,0.011843903,0.004351969,0.0049709217,0.0051604137,0.030833013,0.008225339,0.006354755,0.012284992
0,0.005278786,0.0053908275,0.0022131125,0.004116473,0.007816658,0.0033638696,0.007250841,0.0033870263,0.0025550835,0.007505095,0.005147214,0.011688315,0.016037436,0.005130352,0.0046436195,0.0014753373,0.0039779693,0.007957281,0.004074617,0.0020302604,0.014925239,0.0061983457,0.011827975,0.0067559015,0.008567038,0.0019981547,0.028647633,0.006389193,0.0059551354,0.009111608,0.010129461,0.025534743,0.007447562,0.00604197,0.009468095,0.013021355,0.009227954,0.0022577913,0.0015798919,0.0044929846,0.0104224635,0.004407336,0.007887953,0.004013157,0.04521736,0.004775204,0.0041990206,0.0039796494,0.004261481,0.006764524,0.011228794,0.003391802,0.005592696,0.018268665,0.018823199,0.0077150282
0,0.0073638563,0.016895687,0.019559288,0.016222121,0.017815117,0.007368455,0.00278871,0.004491814,0.01395499,0.016363267,0.00860575,0.0050275167,0.004474474,0.004023315,0.0017572297,0.0040523973,0.0072520934,0.015031117,0.005127184,0.020369496,0.0066095106,0.011365931,0.0065546813,0.004002186,0.0131452875,0.03792164,0.014859851,0.011332604,0.019617558,0.0041298787,0.0106296,0.0051475386,0.002299061,0.012449213,0.005338448,0.009643616,0.004042049,0.013788977,0.008751951,0.0048511196,0.005685438,0.088525124,0.0052307197,0.0051470282,0.005914648,0.0048582754,0.005122793,0.007914259,0.0041018943,0.009314786,0.0329663,0.019497354,0.0069606733,0.010781785,0.0013017538,0.009074702
