,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.0015696269,0.021420456,0.015188264,0.005120818,0.0073746867,0.003109366,0.0022643642,0.0014808268,0.0031082341,0.02334425,0.009246552,0.0015603809,0.01098255,0.0051440187,0.014088217,0.030870382,0.01913437,0.0153871225,0.0025366745,0.0019644343,0.0009332479,0.0041641556,0.028740948,0.002832647,0.0016687257,0.005098183,0.0024721033,0.00725966,0.0020214606,0.0050679743,0.009109792,0.013086615,0.009262196,0.0041527697,0.0029793384,0.011291448
0,0.003160524,0.023728462,0.008332997,0.0033826963,0.008817636,0.0024610444,0.0033521545,0.0022437763,0.005786928,0.010523901,0.010167316,0.015675917,0.003410723,0.018500227,0.021409694,0.0019015409,0.039083898,0.008113476,0.013087059,0.015635502,0.015250311,0.0020234652,0.008683067,0.0350557,0.005752654,0.0034762213,0.0014987156,0.00937835,0.0048832013,0.0058404338,0.002449247,0.006951033,0.0027126172,0.0021415337,0.010029674,0.0049535413
0,0.007391271,0.025618728,0.008797123,0.0138727585,0.065895595,0.029608995,0.019825514,0.016333714,0.004520309,0.027742699,0.004144116,0.011261857,0.0067732595,0.029068813,0.025071891,0.010809155,0.004045902,0.049348228,0.0032924255,0.066300154,0.010998383,0.025342353,0.0027962085,0.056387622,0.0072793188,0.009698905,0.07409738,0.009083471,0.007118466,0.022747312,0.0037531275,0.0075039375,0.0042635375,0.015259186,0.0056015383,0.030513836
0,0.0025900207,0.001999549,0.014962195,0.004509508,0.009989047,0.002405838,0.006240168,0.0027929684,0.004714076,0.0025489454,0.0026211715,0.0023529024,0.006738294,0.0013674723,0.005132163,0.010525922,0.051042337,0.026461242,0.014253693,0.013969995,0.0027555262,0.017545884,0.0015193202,0.0024874334,0.004290226,0.08152883,0.006753521,0.004042339,0.0069826986,0.001528083,0.0026412657,0.0029372256,0.006000151,0.0032240653,0.010772284,0.001520523
0,0.00406977,0.025024952,0.0150544895,0.0024363676,0.009237148,0.001538227,0.0015060576,0.0015205469,0.0015160815,0.017861767,0.03302701,0.011199159,0.0021832036,0.021672327,0.038801305,0.011184278,0.0048035756,0.012881822,0.061172776,0.01490385,0.009056535,0.024230745,0.0062262802,0.011008628,0.00083961466,0.034928285,0.0015392877,0.004704089,0.0027136558,0.013134275,0.0010031693,0.004657145,0.0073848125,0.002889883,0.022636715,0.0013983006
0,0.02797078,0.01777835,0.02043002,0.019475102,0.013581428,0.012159037,0.022610573,0.010259433,0.016089462,0.021323279,0.027384907,0.005058642,0.012153408,0.0054481816,0.008981701,0.021433394,0.024235127,0.0076744286,0.026393482,0.015562706,0.007996868,0.01521617,0.02609826,0.012970245,0.009245413,0.0063067875,0.008317171,0.019668642,0.0058551854,0.016083825,0.010127467,0.01480222,0.009146919,0.006617998,0.018882552,0.020622246
0,0.0057010427,0.0068227462,0.017715925,0.008947103,0.014055113,0.009036043,0.008097819,0.0065310234,0.013008332,0.0022091474,0.0096104145,0.0133825075,0.0098722745,0.004699831,0.010219433,0.009332636,0.0074284645,0.0028840303,0.028470429,0.020560632,0.013351423,0.005699037,0.023487657,0.0058334726,0.0076060095,0.0047324593,0.01006449,0.0054959557,0.00737888,0.0131047955,0.008041079,0.005451149,0.004620005,0.0031347196,0.014737376,0.009791622
0,0.020125568,0.015635008,0.011439155,0.020933624,0.022483354,0.021015057,0.018730337,0.017285168,0.020942247,0.0142068695,0.02372681,0.015695708,0.011245541,0.019064551,0.01441899,0.02056408,0.01466916,0.022943001,0.012301661,0.01454904,0.019930154,0.021604449,0.019984892,0.022454474,0.013660908,0.021951817,0.015643282,0.01261676,0.013084275,0.018532518,0.018089995,0.017579189,0.01327951,0.01971657,0.021541765,0.02036709
0,0.0023297046,0.00962748,0.0020982758,0.0015912927,0.0025524271,0.009705707,0.0085321115,0.0021941732,0.0049578818,0.005841963,0.0037055481,0.0031902166,0.008826589,0.0063856975,0.0067980597,0.008443766,0.0022554765,0.006318974,0.0017004365,0.04452805,0.011274135,0.008701561,0.073248915,0.002372185,0.0026287506,0.03940582,0.0023612473,0.004632162,0.0058833715,0.0024316206,0.0028356076,0.009450982,0.004121323,0.0028380866,0.015327298,0.009451728
0,0.005753914,0.026594266,0.01614744,0.012042076,0.0017139202,0.0019805317,0.008340999,0.015835647,0.010799707,0.01643933,0.016022967,0.008392536,0.0014039122,0.022888735,0.010363907,0.016678322,0.017947642,0.021897582,0.014600342,0.0061641205,0.030498443,0.0058263335,0.0045856223,0.0015530925,0.016932098,0.00140429,0.0070381355,0.0016457872,0.008873233,0.011478234,0.015630085,0.013610077,0.0042898394,0.0019510366,0.0028556758,0.011645457
