,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,0.017727494,0.01788966,0.018913802,0.019928103,0.019432822,0.020369371,0.017129008,0.017521808,0.01684993,0.017602328,0.019424152,0.018201752,0.017903673,0.01614944,0.021647532,0.020066587,0.017649597,0.019567387,0.018130356,0.018202953,0.019999618,0.017393472,0.017699817,0.02152342,0.017892601,0.020709893,0.018736674,0.020655438,0.018068688,0.020261142,0.020306516,0.018720852,0.01616865,0.016472507,0.02068159,0.019824913,0.018448431,0.020208593,0.020814337,0.020567937,0.017897546,0.020377228,0.019304443,0.016485138,0.0209081,0.018838169,0.01897574,0.018306974,0.021129912,0.018006207,0.018314447,0.016997272,0.018469317,0.020783266,0.017100684,0.019833278,0.018644769,0.018614754,0.020175569,0.018110538,0.016766638,0.018775245,0.017196104,0.020108515,0.021940308,0.01614678,0.020544786,0.020219265
0,0.003352344,0.003069075,0.008912272,0.001817605,0.0046191583,0.0054996917,0.0060657472,0.0053547276,0.003909918,0.007243406,0.00819641,0.0051230947,0.017821543,0.042127736,0.00609545,0.00427149,0.04257227,0.03043962,0.008143502,0.00823662,0.023840478,0.0036490336,0.0054587773,0.0033151724,0.0027301332,0.011000002,0.004262707,0.0030938939,0.013465115,0.036799204,0.018884912,0.0029282642,0.016617082,0.0033530982,0.0043808785,0.029006425,0.012075979,0.003291895,0.048159618,0.0056647225,0.013823827,0.0070066745,0.031042458,0.015344333,0.005882663,0.0061075175,0.0032910376,0.083519064,0.004541233,0.0032988645,0.0030432525,0.013979662,0.013246185,0.0076675904,0.002627181,0.016537085,0.0047961273,0.005166358,0.0049034064,0.0032080957,0.004471707,0.0225162,0.03387737,0.012420328,0.018857136,0.011491334,0.0016109647,0.009595635
0,0.0033759673,0.0031634236,0.004839915,0.0051149298,0.0022334494,0.003226475,0.012686451,0.0039525735,0.004277323,0.011345673,0.0043483833,0.010159304,0.0064303475,0.0046682544,0.0031316755,0.0018380544,0.003041537,0.0053368127,0.0020408146,0.0022907658,0.008032332,0.0065438417,0.002903953,0.0038492302,0.0041844626,0.02923298,0.0077336025,0.0034705456,0.004162938,0.0047062766,0.017148606,0.010668463,0.0027559313,0.008166443,0.0025885392,0.0039866543,0.002913548,0.008906184,0.024912154,0.0016754582,0.007920069,0.0033228733,0.0063315737,0.003978296,0.009047001,0.005455377,0.0033250595,0.004194965,0.0027064953,0.03187203,0.0038958034,0.0035024346,0.0024840154,0.0037175438,0.007741411,0.002938539,0.012906961,0.010892315,0.0028750189,0.0032409716,0.0030438474,0.0044973525,0.012112173,0.026935192,0.0020683568,0.008503568,0.0016964936,0.0054233023
0,0.022781586,0.015765557,0.019062568,0.02000355,0.012884005,0.011190376,0.02526104,0.024221912,0.029302418,0.023875084,0.009495229,0.010075461,0.02571753,0.014365947,0.017067766,0.014723002,0.015888965,0.032086093,0.024412425,0.01395957,0.022682387,0.0105247,0.016125621,0.014870032,0.023078337,0.01166439,0.010327177,0.026491247,0.017757962,0.016865656,0.028297165,0.019884551,0.026975764,0.025194464,0.02781827,0.00835796,0.011212034,0.025628842,0.027865337,0.024858493,0.017102888,0.028465288,0.02673096,0.014948594,0.0120839,0.025720626,0.004828383,0.020127198,0.027576242,0.01727219,0.017122658,0.016046349,0.029173462,0.013957305,0.017002204,0.028288307,0.011761481,0.02289062,0.028652316,0.009876102,0.018740866,0.011991962,0.024500793,0.03281397,0.027030932,0.02560527,0.019623972,0.024942055
0,0.011067646,0.01634357,0.013927876,0.012869944,0.023159808,0.014499545,0.008363502,0.004625413,0.00533388,0.017192623,0.007999039,0.007916608,0.007230641,0.010266421,0.008934551,0.0056347707,0.01604278,0.015767066,0.007162524,0.01577999,0.007899597,0.01321917,0.007717621,0.012856726,0.023339823,0.0052605877,0.02088225,0.0035527877,0.021814207,0.017955966,0.022145601,0.005162091,0.02295054,0.009609666,0.02577242,0.023483224,0.01841162,0.013769608,0.021326056,0.012598905,0.006452473,0.0063770413,0.011170924,0.008635581,0.027674364,0.0076811532,0.0076578846,0.009936235,0.020751232,0.022943348,0.0060775075,0.0068741255,0.007673692,0.015174726,0.0050445236,0.017547363,0.017109815,0.011642461,0.023049438,0.015404838,0.008377779,0.020575397,0.032034844,0.022902507,0.02026313,0.008944069,0.008011619,0.018399743
0,0.0020429788,0.0071133384,0.0013667645,0.0059787887,0.03827324,0.0081735365,0.008463283,0.007317272,0.0027134893,0.0021350747,0.011002762,0.0054469206,0.0040992186,0.004389058,0.002240314,0.0022739994,0.00803443,0.0014990253,0.0051489943,0.009911621,0.0035174552,0.017565023,0.0031045692,0.0044250535,0.004233284,0.004336319,0.0335668,0.005040258,0.006751017,0.040314108,0.01695424,0.00220963,0.011881224,0.0044749985,0.0053627263,0.006383075,0.020660823,0.00435746,0.08529198,0.001790633,0.0055644475,0.0016024054,0.009237427,0.014887498,0.051134825,0.016817698,0.0083589675,0.0049193166,0.0019385057,0.09006489,0.0045508742,0.001977793,0.007284142,0.0081395,0.0018855231,0.033121403,0.005704311,0.017800828,0.009550798,0.004670227,0.004984698,0.0064561293,0.04396158,0.06593809,0.015003108,0.0049584606,0.001902617,0.00844802
0,0.0068301265,0.009680982,0.00880345,0.025172798,0.0017810024,0.010687197,0.0073692435,0.014161824,0.0149053065,0.012267086,0.0043647084,0.0018724067,0.003528324,0.026158443,0.0038339312,0.007551242,0.004779385,0.0128844725,0.0031122155,0.005759061,0.003894706,0.0028813973,0.0070542865,0.0038474717,0.025148945,0.04681249,0.0073618516,0.02408743,0.0026539338,0.0053801364,0.012238174,0.070271626,0.028116819,0.0036368577,0.024104532,0.0034865541,0.0035427443,0.020536928,0.0068458486,0.003959898,0.011987178,0.004442042,0.03165067,0.094711475,0.010451771,0.019807598,0.0025263592,0.008825275,0.0023038117,0.02566047,0.008380667,0.006026577,0.0038621984,0.18552724,0.003087726,0.003123297,0.007670396,0.023732482,0.003595312,0.004610747,0.041119542,0.004167093,0.03294624,0.05687468,0.043808132,0.02679471,0.0072473297,0.01018289
0,0.007861183,0.004978274,0.0020539213,0.0054067406,0.005621926,0.0038950592,0.011792098,0.008980712,0.018640058,0.009819497,0.009741531,0.00641224,0.0043039913,0.004361678,0.008866149,0.02581686,0.0009844899,0.05250596,0.011708609,0.009740357,0.0058718147,0.006620183,0.0062764245,0.006988745,0.005540819,0.005258612,0.007881769,0.01822912,0.004549125,0.0023022231,0.022033451,0.038575888,0.016775388,0.022079803,0.0026463403,0.02664662,0.010882252,0.009998583,0.016865022,0.021637792,0.037595272,0.014577132,0.002769128,0.019818315,0.007617194,0.013626231,0.03984163,0.021822942,0.0104197,0.0056724786,0.0030911183,0.070745856,0.0052680536,0.0034929183,0.029186297,0.0067822095,0.0074448516,0.018320384,0.005426019,0.011044981,0.005978066,0.011205651,0.031553432,0.049187627,0.0050507886,0.013956419,0.008413288,0.013084212
0,0.0030444495,0.004970889,0.0054110684,0.003842761,0.008024768,0.021035053,0.026756098,0.001943615,0.0027973584,0.004176104,0.0057457825,0.003117651,0.013393321,0.0016122982,0.0038721212,0.0019680536,0.008368142,0.0028195744,0.002113165,0.013221215,0.0049437545,0.0021385348,0.014446914,0.0019697945,0.007399357,0.016244395,0.010472806,0.031874016,0.0074051837,0.014710108,0.0018683242,0.0020584478,0.018350279,0.0059555643,0.0023231115,0.019051496,0.04110753,0.0015086851,0.009325004,0.013026466,0.005034331,0.034742914,0.004294149,0.017893674,0.003654788,0.0021025084,0.0019690439,0.0048690503,0.002427184,0.09496728,0.0019003041,0.0027862035,0.0020436447,0.0133932205,0.0018919918,0.0024663834,0.0014553089,0.01194654,0.006782023,0.0036356756,0.003071536,0.0211329,0.053148516,0.020788958,0.012201901,0.0030769974,0.009389591,0.0020720223
0,0.025679125,0.025638044,0.026476672,0.022151964,0.030523181,0.029556729,0.027647858,0.017573927,0.025403941,0.029216656,0.030771246,0.023777876,0.013057443,0.024128716,0.019236252,0.021231893,0.025541162,0.022615578,0.024245722,0.027809117,0.023563035,0.022714766,0.022048853,0.027278863,0.0217747,0.01761673,0.029281205,0.032846134,0.023153206,0.030151175,0.029299589,0.02096406,0.026303936,0.02882767,0.023743168,0.028889377,0.029265989,0.019976627,0.02998127,0.022631688,0.029397601,0.018488683,0.029880198,0.029051313,0.025238313,0.029974213,0.023488494,0.025306448,0.021751108,0.030413141,0.022670262,0.025308525,0.03262722,0.030544356,0.026607972,0.021586748,0.027909052,0.02508314,0.022420904,0.024600351,0.02139555,0.028429626,0.021079276,0.03193934,0.028683104,0.0242097,0.028522678,0.020177081
