,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,0.0023633747,0.002831925,0.0020907728,0.0020000145,0.0026745687,0.002396661,0.0043774233,0.001628998,0.0032944682,0.010684011,0.00458749,0.0025945406,0.0025302966,0.0036702575,0.0027835486,0.0031159283,0.0061919307,0.003986094,0.0018766553,0.0019907202,0.0016490001,0.010256469,0.0024193884,0.0010494576,0.0030516102,0.0048876572,0.0136937015,0.0027660117,0.0027652069,0.0024917177,0.0019316474,0.013080704,0.04257541,0.020607542,0.001818402,0.0058624144,0.0111654205,0.0066976044,0.00758625,0.03333771,0.0036852974,0.0018670114,0.003002981,0.008071958,0.0020933961,0.0021642973,0.0028947887,0.007814118,0.0026087887,0.0014924983,0.0144007,0.0022214127,0.0024563463,0.00083860883,0.0041799173,0.005232303,0.0023161706,0.005354959,0.008778013,0.002459923,0.0065966332,0.006056953,0.014341181,0.0006145396,0.003565789,0.0026327132
0,0.0025884975,0.0026461617,0.01016173,0.004668436,0.005981217,0.013551436,0.005943579,0.029228617,0.012980315,0.0050473316,0.0040584295,0.008947832,0.0107759135,0.005579468,0.018169437,0.003964017,0.0018161158,0.002891758,0.017778857,0.009638243,0.010163751,0.012224773,0.002900437,0.0027218056,0.012044618,0.054435913,0.037061997,0.008433046,0.0032571447,0.009811999,0.060261298,0.0046582464,0.008727863,0.025041401,0.036342934,0.011579245,0.0034956564,0.093121275,0.0026741528,0.0050770347,0.017238326,0.002658943,0.16220668,0.0038718637,0.002990664,0.0069369334,0.002214223,0.009637547,0.0020277945,0.0035402335,0.007436157,0.0089585185,0.028222183,0.017530914,0.0030361777,0.010811679,0.01628121,0.004115304,0.0042930585,0.004737241,0.04132555,0.034636084,0.0061208373,0.0013673153,0.010758841,0.002620496
0,0.0037259846,0.003317294,0.004827002,0.0041736537,0.0018042199,0.001519697,0.0049356758,0.0059302086,0.011392596,0.0061388514,0.0039600106,0.004321408,0.0038070178,0.006433895,0.0061228913,0.0064086686,0.0035729478,0.011274958,0.0038632934,0.0023235362,0.016332028,0.0040482925,0.002263651,0.0059698513,0.007030668,0.02503589,0.0070527634,0.00484426,0.004369272,0.012141129,0.0029362817,0.0023130465,0.012387851,0.0078688,0.04347293,0.024370259,0.0046614753,0.014227802,0.008127418,0.01737788,0.0038243204,0.035907716,0.0057092384,0.0032957054,0.019995699,0.003875748,0.0033252712,0.017011221,0.011135257,0.03274245,0.0026053356,0.0027549225,0.0034289637,0.003628856,0.0040225773,0.0118231,0.0035084782,0.006232086,0.010769382,0.0048564933,0.004123477,0.008998528,0.0025076533,0.0036435074,0.0063459356,0.0036270958
0,0.008572738,0.0025744042,0.002237773,0.006789964,0.0030224696,0.0015957496,0.0012084731,0.0011488178,0.0055211424,0.0030624093,0.005746875,0.003063472,0.0036036388,0.00580026,0.0075167436,0.0030319227,0.0050353394,0.014810011,0.00264257,0.004236791,0.004545896,0.005506696,0.0033437011,0.008013897,0.006565154,0.0016876486,0.0062412005,0.0018509579,0.0018129859,0.0023008268,0.007223395,0.04735119,0.025291227,0.0014673852,0.0010511157,0.006140766,0.06551424,0.011063184,0.031766593,0.0045734993,0.011936671,0.0019792882,0.078559205,0.0029025865,0.009718934,0.0017154972,0.0025230257,0.14513378,0.007902284,0.0038108986,0.008516423,0.0062646223,0.002704999,0.035783038,0.0077316263,0.002082389,0.0022998147,0.0068322592,0.009940276,0.0035902606,0.0032675753,0.0016144826,0.002286181,0.04366698,0.006018339,0.0018286611
0,0.0057138717,0.0034890831,0.005093046,0.004996262,0.0016811449,0.009134812,0.0020062223,0.006863336,0.0027632865,0.0050851344,0.0043250374,0.0068008164,0.0048550093,0.005423616,0.007986374,0.016078567,0.0021530504,0.004071663,0.015636925,0.010685997,0.0040367143,0.0057274816,0.0042276555,0.004086965,0.0038079673,0.0037626585,0.003173473,0.0040675853,0.014812235,0.049379345,0.038323592,0.0043624714,0.009973277,0.0028284048,0.010261767,0.014761255,0.03864315,0.006219509,0.009910441,0.016813962,0.0047366587,0.017495774,0.002189644,0.0033599252,0.015489892,0.029307056,0.0032469544,0.0048126588,0.015505912,0.0040260786,0.0038522463,0.0051340163,0.005791306,0.008417494,0.0106747765,0.0036625739,0.009325153,0.01644263,0.008061103,0.0038210698,0.0051281573,0.021323545,0.000783344,0.0042059827,0.0069396016,0.0043395604
0,0.0045884415,0.0076024905,0.006821971,0.008310911,0.007190169,0.022025207,0.019186193,0.005756847,0.0058740894,0.007237274,0.005030504,0.010278848,0.011394089,0.0058128894,0.005992909,0.0036618412,0.01828691,0.004628145,0.010739605,0.00884855,0.00643684,0.007220322,0.004324181,0.005349854,0.0076779705,0.004490473,0.014265786,0.04630069,0.034319445,0.0029036172,0.0074632857,0.0105527295,0.02515613,0.009594385,0.03598946,0.007323933,0.008245502,0.017102119,0.005396742,0.029262263,0.009981958,0.007633002,0.0053993915,0.013658101,0.0042091873,0.047270693,0.0052121338,0.0064004064,0.012658846,0.0046457294,0.007143996,0.007962522,0.0012424872,0.014818555,0.017700596,0.0044755596,0.006607532,0.00834518,0.016467286,0.0072689587,0.008102364,0.0013769784,0.006820859,0.004526162,0.008250142,0.006393553
0,0.006015978,0.004640167,0.0025533645,0.005752869,0.005380006,0.011889803,0.014203993,0.012151371,0.0048278496,0.0056900843,0.004565221,0.0061988416,0.00793665,0.0075496207,0.004160341,0.0070588104,0.0027106507,0.0048765233,0.013916787,0.0051708994,0.0078007793,0.013145955,0.0036550225,0.008190698,0.014875454,0.0050697224,0.0053433445,0.0057295053,0.004238734,0.0032746708,0.013441014,0.040964425,0.0226166,0.0025685872,0.008753759,0.0204527,0.0053018797,0.005152806,0.0347384,0.0076445793,0.0045237285,0.02345725,0.0039011564,0.002216586,0.0041730176,0.0043206057,0.004311129,0.0095126815,0.005849259,0.004944449,0.035058014,0.0044859694,0.004908225,0.025112525,0.0054171765,0.005496289,0.0054590288,0.015001468,0.004811015,0.007232726,0.010198551,0.0054722372,0.00537734,0.0012456037,0.007331727,0.0053923163
0,0.002635623,0.0075125145,0.001539155,0.004602067,0.0015757912,0.01139467,0.00698634,0.011345089,0.007361033,0.005446376,0.009853703,0.03460777,0.0034941034,0.0034970536,0.0020668623,0.00389594,0.03235564,0.0021470482,0.0021798746,0.08065398,0.014727907,0.030815484,0.0072909854,0.0028805085,0.0032323678,0.021042993,0.0018688329,0.026802005,0.13117729,0.06317523,0.0020166717,0.0034300606,0.021662056,0.0033813978,0.028161379,0.021281198,0.015550837,0.026104107,0.10105615,0.009140676,0.0099935485,0.0037303306,0.034465622,0.002090589,0.0030682513,0.015367238,0.0065188077,0.03547606,0.0039584385,0.0033636794,0.017133204,0.06969859,0.0019222549,0.0060418216,0.0057254215,0.0025495526,0.0069461334,0.014768509,0.0026064408,0.0025727493,0.011782228,0.0334284,0.011257818,0.0035083245,0.009053437,0.002515082
0,0.006840288,0.0039173476,0.0027031228,0.009378593,0.003300864,0.004131299,0.006750566,0.0068390574,0.03174368,0.012403115,0.0029281406,0.0083215535,0.0049984837,0.008907088,0.024266317,0.0043682572,0.006924888,0.035899825,0.04319916,0.0037006787,0.009973579,0.006295442,0.0026955097,0.0022360075,0.0040796082,0.0023101731,0.0063433023,0.025828352,0.010688458,0.13776045,0.06766074,0.0021001545,0.020619081,0.023762895,0.024488676,0.005464849,0.009984197,0.0026786278,0.10971118,0.007975916,0.004739078,0.024702871,0.0022329118,0.0055958466,0.020509351,0.06310526,0.005214718,0.0018848745,0.0026361647,0.0044599157,0.013255445,0.0026143193,0.011435952,0.023999847,0.0076365345,0.006249096,0.003833088,0.0020552354,0.014482487,0.0016432288,0.015708072,0.002809611,0.0008860193,0.0027557688,0.008720975,0.0025590858
0,0.0028455197,0.0061163893,0.0038626993,0.00386291,0.0025421844,0.0036685592,0.00570762,0.009840797,0.019251434,0.0042863945,0.005816959,0.0094670355,0.0045205564,0.006411074,0.0053600133,0.0060113943,0.0066048563,0.0060027535,0.019943286,0.004398626,0.0069358395,0.020354588,0.0064288797,0.008532632,0.005019999,0.0041043707,0.003653238,0.0046157264,0.0028855158,0.01354537,0.008814278,0.06564096,0.026444713,0.0027175634,0.0031016206,0.0046683922,0.0037834405,0.011971973,0.024143673,0.0032908232,0.012585891,0.054520268,0.0048821615,0.0055243243,0.0037767033,0.024818879,0.004133972,0.0030957006,0.017650224,0.0042701517,0.012407116,0.04755122,0.003563269,0.0043525803,0.038865846,0.0037373533,0.0034964501,0.016416224,0.0036640621,0.006537416,0.012954761,0.004910681,0.0031241195,0.0020421555,0.007821152,0.0038027433
